"key","device","collected_at","cpu_temp","gpu_temp"
"3tplap","3tplap",2024-10-10 14:58:01.000,43.54999923706055,21.0
erreduarte,erreduarte,2024-10-10 15:08:01.000,58.03333536783854,58.0
erreduarte,erreduarte,2024-10-10 15:18:01.000,58.866668701171875,59.0
"3tplap","3tplap",2024-10-10 15:28:01.000,45.70000076293945,22.0
erreduarte,erreduarte,2024-10-10 15:38:01.000,47.53333536783854,48.0
"3tplap","3tplap",2024-10-10 15:48:01.000,46.45000076293945,22.5
erreduarte,erreduarte,2024-10-10 15:58:01.000,46.70000203450521,52.0
"3tplap","3tplap",2024-10-10 16:08:01.000,45.29999923706055,22.0
"3tplap","3tplap",2024-10-10 16:18:01.000,44.400001525878906,21.0
"3tplap","3tplap",2024-10-10 16:28:01.000,43.75,21.0
erreduarte,erreduarte,2024-10-10 16:38:01.000,45.53333536783854,47.0
"3tplap","3tplap",2024-10-10 16:48:01.000,43.5,20.5
erreduarte,erreduarte,2024-10-10 16:58:01.000,46.03333536783854,48.0
erreduarte,erreduarte,2024-10-10 17:08:01.000,45.366668701171875,48.0
erreduarte,erreduarte,2024-10-10 17:18:01.000,44.366668701171875,45.0
erreduarte,erreduarte,2024-10-10 17:28:02.000,47.03333536783854,51.0
"3tplap","3tplap",2024-10-10 17:38:01.000,44.5,21.5
"3tplap","3tplap",2024-10-10 17:48:01.000,44.29999923706055,21.5
"3tplap","3tplap",2024-10-10 17:58:01.000,44.29999923706055,21.5
erreduarte,erreduarte,2024-10-10 18:08:01.000,45.53333536783854,49.0
"3tplap","3tplap",2024-10-10 18:18:02.000,43.54999923706055,20.5
erreduarte,erreduarte,2024-10-10 18:28:01.000,47.03333536783854,53.0
erreduarte,erreduarte,2024-10-10 18:38:01.000,46.366668701171875,52.0
erreduarte,erreduarte,2024-10-10 18:48:01.000,44.866668701171875,49.0
erreduarte,erreduarte,2024-10-10 18:58:02.000,46.70000203450521,52.0
"3tplap","3tplap",2024-10-10 19:08:01.000,43.5,21.0
"3tplap","3tplap",2024-10-10 19:18:01.000,45.5,22.0
"3tplap","3tplap",2024-10-10 19:28:01.000,43.54999923706055,21.0
erreduarte,erreduarte,2024-10-10 19:38:01.000,46.70000203450521,53.0
"3tplap","3tplap",2024-10-10 19:48:02.000,43.54999923706055,21.0
erreduarte,erreduarte,2024-10-10 19:58:01.000,44.53333536783854,46.0
erreduarte,erreduarte,2024-10-10 20:08:01.000,47.53333536783854,49.0
"3tplap","3tplap",2024-10-10 20:18:01.000,43.45000076293945,20.5
erreduarte,erreduarte,2024-10-10 20:28:01.000,45.866668701171875,51.0
erreduarte,erreduarte,2024-10-10 20:38:02.000,47.20000203450521,53.0
"3tplap","3tplap",2024-10-10 20:48:02.000,43.599998474121094,21.0
"3tplap","3tplap",2024-10-10 20:57:01.000,48.54999923706055,24.0
"3tplap","3tplap",2024-10-10 21:08:01.000,44.0,20.5
erreduarte,erreduarte,2024-10-10 21:19:01.000,45.866668701171875,48.0
"3tplap","3tplap",2024-10-10 21:30:01.000,43.400001525878906,21.0
erreduarte,erreduarte,2024-10-10 21:41:02.000,45.366668701171875,51.0
"3tplap","3tplap",2024-10-10 21:52:01.000,48.70000076293945,23.5
erreduarte,erreduarte,2024-10-10 22:03:01.000,44.366668701171875,46.0
"3tplap","3tplap",2024-10-10 22:14:02.000,44.5,21.0
"3tplap","3tplap",2024-10-10 22:25:02.000,47.54999923706055,23.5
"3tplap","3tplap",2024-10-10 22:36:01.000,44.20000076293945,20.5
"3tplap","3tplap",2024-10-10 22:47:01.000,49.599998474121094,24.0
erreduarte,erreduarte,2024-10-10 22:58:01.000,47.03333536783854,53.0
"3tplap","3tplap",2024-10-10 23:09:02.000,44.20000076293945,21.5
erreduarte,erreduarte,2024-10-10 23:20:02.000,46.20000203450521,51.0
"3tplap","3tplap",2024-10-10 23:31:01.000,43.400001525878906,21.0
"3tplap","3tplap",2024-10-10 23:42:01.000,44.45000076293945,21.5
erreduarte,erreduarte,2024-10-10 23:53:01.000,46.70000203450521,52.0
erreduarte,erreduarte,2024-10-11 00:04:01.000,46.366668701171875,47.0
"3tplap","3tplap",2024-10-11 00:15:01.000,49.400001525878906,24.0
erreduarte,erreduarte,2024-10-11 00:26:01.000,47.03333536783854,53.0
"3tplap","3tplap",2024-10-11 00:37:01.000,43.5,21.0
"3tplap","3tplap",2024-10-11 00:48:01.000,49.5,24.5
erreduarte,erreduarte,2024-10-11 01:00:01.000,46.366668701171875,52.0
erreduarte,erreduarte,2024-10-11 01:11:01.000,47.03333536783854,52.0
"3tplap","3tplap",2024-10-11 01:22:01.000,48.29999923706055,23.0
erreduarte,erreduarte,2024-10-11 01:33:01.000,45.866668701171875,50.0
"3tplap","3tplap",2024-10-11 01:44:01.000,46.70000076293945,22.5
erreduarte,erreduarte,2024-10-11 01:55:01.000,47.03333536783854,53.0
erreduarte,erreduarte,2024-10-11 02:06:01.000,47.03333536783854,53.0
"3tplap","3tplap",2024-10-11 02:17:01.000,49.54999923706055,24.0
"3tplap","3tplap",2024-10-11 02:28:01.000,43.5,21.0
"3tplap","3tplap",2024-10-11 02:39:01.000,44.45000076293945,21.0
erreduarte,erreduarte,2024-10-11 02:50:01.000,46.70000203450521,52.0
erreduarte,erreduarte,2024-10-11 03:01:01.000,47.03333536783854,52.0
"3tplap","3tplap",2024-10-11 03:12:01.000,45.400001525878906,22.0
"3tplap","3tplap",2024-10-11 03:23:01.000,47.54999923706055,23.0
erreduarte,erreduarte,2024-10-11 03:34:02.000,46.53333536783854,52.0
erreduarte,erreduarte,2024-10-11 03:45:01.000,46.866668701171875,52.0
erreduarte,erreduarte,2024-10-11 03:56:01.000,46.70000203450521,52.0
"3tplap","3tplap",2024-10-11 04:07:01.000,43.45000076293945,20.5
"3tplap","3tplap",2024-10-11 04:18:01.000,44.45000076293945,21.5
erreduarte,erreduarte,2024-10-11 04:29:01.000,47.03333536783854,53.0
erreduarte,erreduarte,2024-10-11 04:40:01.000,46.866668701171875,52.0
erreduarte,erreduarte,2024-10-11 04:51:01.000,48.366668701171875,52.0
"3tplap","3tplap",2024-10-11 05:02:01.000,48.45000076293945,23.5
"3tplap","3tplap",2024-10-11 05:13:01.000,43.5,21.0
erreduarte,erreduarte,2024-10-11 05:24:01.000,46.70000203450521,52.0
"3tplap","3tplap",2024-10-11 05:35:01.000,49.54999923706055,24.0
erreduarte,erreduarte,2024-10-11 05:46:01.000,47.53333536783854,52.0
"3tplap","3tplap",2024-10-11 05:57:01.000,43.70000076293945,21.0
"3tplap","3tplap",2024-10-11 06:08:01.000,44.70000076293945,21.5
erreduarte,erreduarte,2024-10-11 06:19:01.000,46.20000203450521,51.0
"3tplap","3tplap",2024-10-10 10:45:01.000,44.400001525878906,21.5
"3tplap","3tplap",2024-10-10 10:58:01.000,45.45000076293945,22.5
erreduarte,erreduarte,2024-10-10 11:08:01.000,45.20000203450521,47.0
erreduarte,erreduarte,2024-10-10 11:18:01.000,48.866668701171875,51.0
erreduarte,erreduarte,2024-10-10 11:28:02.000,46.53333536783854,52.0
"3tplap","3tplap",2024-10-10 11:38:01.000,46.70000076293945,22.5
"3tplap","3tplap",2024-10-10 11:48:02.000,44.099998474121094,21.0
"3tplap","3tplap",2024-10-10 11:58:01.000,46.25,22.5
erreduarte,erreduarte,2024-10-10 12:08:01.000,46.20000203450521,51.0
"3tplap","3tplap",2024-10-10 12:18:01.000,48.54999923706055,23.5
erreduarte,erreduarte,2024-10-10 12:28:01.000,43.866668701171875,47.0
erreduarte,erreduarte,2024-10-10 12:38:01.000,49.866668701171875,52.0
erreduarte,erreduarte,2024-10-10 12:48:02.000,46.53333536783854,52.0
erreduarte,erreduarte,2024-10-10 12:59:01.000,46.53333536783854,52.0
erreduarte,erreduarte,2024-10-10 13:09:01.000,46.53333536783854,52.0
"3tplap","3tplap",2024-10-10 13:19:01.000,45.45000076293945,21.0
"3tplap","3tplap",2024-10-10 13:29:01.000,49.20000076293945,23.0
"3tplap","3tplap",2024-10-10 13:39:01.000,43.45000076293945,20.5
"3tplap","3tplap",2024-10-10 13:49:01.000,44.75,21.5
"3tplap","3tplap",2024-10-10 13:59:01.000,43.54999923706055,21.5
erreduarte,erreduarte,2024-10-10 14:09:01.000,46.20000203450521,51.0
erreduarte,erreduarte,2024-10-10 14:19:01.000,46.03333536783854,51.0
erreduarte,erreduarte,2024-10-10 14:29:01.000,46.53333536783854,50.0
erreduarte,erreduarte,2024-10-10 14:39:01.000,46.866668701171875,49.0
"3tplap","3tplap",2024-10-10 14:49:01.000,44.45000076293945,21.5
erreduarte,erreduarte,2024-10-10 14:59:01.000,54.866668701171875,57.0
"3tplap","3tplap",2024-10-10 15:09:01.000,43.599998474121094,20.5
"3tplap","3tplap",2024-10-10 15:19:01.000,43.45000076293945,21.0
erreduarte,erreduarte,2024-10-10 15:29:01.000,54.366668701171875,55.0
"3tplap","3tplap",2024-10-10 15:39:01.000,44.0,21.0
"3tplap","3tplap",2024-10-10 15:49:01.000,47.45000076293945,23.5
erreduarte,erreduarte,2024-10-10 15:59:01.000,46.866668701171875,52.0
erreduarte,erreduarte,2024-10-10 16:09:01.000,45.866668701171875,51.0
erreduarte,erreduarte,2024-10-10 16:19:01.000,47.366668701171875,53.0
erreduarte,erreduarte,2024-10-10 16:29:01.000,46.70000203450521,52.0
"3tplap","3tplap",2024-10-10 16:39:01.000,44.04999923706055,21.0
erreduarte,erreduarte,2024-10-10 16:49:01.000,48.70000203450521,52.0
"3tplap","3tplap",2024-10-10 16:59:01.000,43.54999923706055,21.0
"3tplap","3tplap",2024-10-10 17:09:01.000,44.04999923706055,21.0
"3tplap","3tplap",2024-10-10 17:19:02.000,43.45000076293945,21.0
erreduarte,erreduarte,2024-10-10 17:29:01.000,46.20000203450521,52.0
erreduarte,erreduarte,2024-10-10 17:39:01.000,45.70000203450521,50.0
erreduarte,erreduarte,2024-10-10 17:49:01.000,47.366668701171875,53.0
erreduarte,erreduarte,2024-10-10 17:59:01.000,46.53333536783854,52.0
"3tplap","3tplap",2024-10-10 18:09:01.000,44.29999923706055,21.5
"3tplap","3tplap",2024-10-10 18:19:01.000,43.70000076293945,21.0
erreduarte,erreduarte,2024-10-10 18:29:01.000,46.866668701171875,53.0
"3tplap","3tplap",2024-10-10 18:39:01.000,43.54999923706055,21.5
"3tplap","3tplap",2024-10-10 18:49:02.000,48.599998474121094,23.5
erreduarte,erreduarte,2024-10-10 18:59:01.000,46.70000203450521,52.0
erreduarte,erreduarte,2024-10-10 19:09:01.000,45.70000203450521,51.0
erreduarte,erreduarte,2024-10-10 19:19:01.000,46.866668701171875,52.0
erreduarte,erreduarte,2024-10-10 19:29:01.000,46.866668701171875,51.0
"3tplap","3tplap",2024-10-10 19:39:01.000,49.25,23.5
"3tplap","3tplap",2024-10-10 19:49:01.000,43.5,21.5
"3tplap","3tplap",2024-10-10 19:59:01.000,45.54999923706055,22.5
"3tplap","3tplap",2024-10-10 20:09:01.000,44.20000076293945,21.0
"3tplap","3tplap",2024-10-10 20:19:01.000,43.54999923706055,21.0
"3tplap","3tplap",2024-10-10 20:29:01.000,44.20000076293945,21.5
erreduarte,erreduarte,2024-10-10 20:39:01.000,46.866668701171875,53.0
"3tplap","3tplap",2024-10-10 20:49:01.000,43.54999923706055,21.0
erreduarte,erreduarte,2024-10-10 20:58:01.000,46.866668701171875,53.0
erreduarte,erreduarte,2024-10-10 21:09:01.000,47.366668701171875,52.0
"3tplap","3tplap",2024-10-10 21:20:01.000,44.5,21.0
erreduarte,erreduarte,2024-10-10 21:31:01.000,46.70000203450521,52.0
erreduarte,erreduarte,2024-10-10 21:42:01.000,45.866668701171875,51.0
erreduarte,erreduarte,2024-10-10 21:53:01.000,46.70000203450521,52.0
"3tplap","3tplap",2024-10-10 22:04:01.000,43.29999923706055,20.5
"3tplap","3tplap",2024-10-10 22:15:01.000,44.25,21.5
"3tplap","3tplap",2024-10-10 22:26:01.000,48.54999923706055,23.5
erreduarte,erreduarte,2024-10-10 22:37:01.000,46.866668701171875,52.0
erreduarte,erreduarte,2024-10-10 22:48:01.000,46.366668701171875,51.0
"3tplap","3tplap",2024-10-10 22:59:01.000,46.29999923706055,22.5
"3tplap","3tplap",2024-10-10 23:10:01.000,43.5,21.0
erreduarte,erreduarte,2024-10-10 23:21:01.000,46.366668701171875,51.0
erreduarte,erreduarte,2024-10-10 23:32:01.000,47.03333536783854,53.0
erreduarte,erreduarte,2024-10-10 23:43:01.000,46.866668701171875,52.0
"3tplap","3tplap",2024-10-10 23:54:01.000,45.45000076293945,22.0
"3tplap","3tplap",2024-10-11 00:05:01.000,44.20000076293945,21.0
erreduarte,erreduarte,2024-10-11 00:16:01.000,47.366668701171875,52.0
"3tplap","3tplap",2024-10-11 00:27:01.000,47.29999923706055,22.5
erreduarte,erreduarte,2024-10-11 00:38:01.000,47.03333536783854,53.0
erreduarte,erreduarte,2024-10-11 00:49:01.000,47.03333536783854,53.0
"3tplap","3tplap",2024-10-11 01:00:01.000,43.70000076293945,21.0
"3tplap","3tplap",2024-10-11 01:11:01.000,45.099998474121094,22.0
erreduarte,erreduarte,2024-10-11 01:22:01.000,47.03333536783854,53.0
"3tplap","3tplap",2024-10-11 01:33:02.000,43.400001525878906,21.0
erreduarte,erreduarte,2024-10-11 01:44:01.000,47.366668701171875,52.0
"3tplap","3tplap",2024-10-11 01:55:01.000,46.400001525878906,22.5
"3tplap","3tplap",2024-10-11 02:06:01.000,44.29999923706055,21.5
erreduarte,erreduarte,2024-10-11 02:17:01.000,46.20000203450521,51.0
erreduarte,erreduarte,2024-10-11 02:28:01.000,47.20000203450521,52.0
erreduarte,erreduarte,2024-10-11 02:39:02.000,44.866668701171875,49.0
"3tplap","3tplap",2024-10-11 02:50:01.000,48.54999923706055,23.5
"3tplap","3tplap",2024-10-11 03:01:01.000,43.900001525878906,21.5
erreduarte,erreduarte,2024-10-11 03:12:01.000,46.866668701171875,53.0
erreduarte,erreduarte,2024-10-11 03:23:01.000,46.53333536783854,53.0
"3tplap","3tplap",2024-10-11 03:34:02.000,43.54999923706055,21.0
"3tplap","3tplap",2024-10-11 03:45:01.000,44.29999923706055,21.0
"3tplap","3tplap",2024-10-11 03:56:01.000,49.5,24.5
erreduarte,erreduarte,2024-10-11 04:07:01.000,47.03333536783854,53.0
erreduarte,erreduarte,2024-10-11 04:18:01.000,46.866668701171875,52.0
"3tplap","3tplap",2024-10-11 04:29:01.000,48.29999923706055,23.0
"3tplap","3tplap",2024-10-11 04:40:02.000,43.400001525878906,20.5
"3tplap","3tplap",2024-10-11 04:51:02.000,44.45000076293945,21.5
erreduarte,erreduarte,2024-10-11 05:02:01.000,46.866668701171875,52.0
erreduarte,erreduarte,2024-10-11 05:13:02.000,47.70000203450521,53.0
"3tplap","3tplap",2024-10-11 05:24:01.000,44.25,21.5
erreduarte,erreduarte,2024-10-11 05:35:01.000,47.366668701171875,52.0
"3tplap","3tplap",2024-10-11 05:46:02.000,47.25,22.5
erreduarte,erreduarte,2024-10-11 05:57:01.000,46.53333536783854,52.0
erreduarte,erreduarte,2024-10-11 06:08:02.000,45.866668701171875,50.0
"3tplap","3tplap",2024-10-11 06:19:01.000,47.70000076293945,23.0
"3tplap","3tplap",2024-10-10 10:46:01.000,44.29999923706055,21.5
erreduarte,erreduarte,2024-10-10 10:59:01.000,46.866668701171875,53.0
"3tplap","3tplap",2024-10-10 11:09:01.000,44.29999923706055,21.5
"3tplap","3tplap",2024-10-10 11:19:01.000,45.45000076293945,22.0
erreduarte,erreduarte,2024-10-10 11:29:01.000,46.53333536783854,52.0
erreduarte,erreduarte,2024-10-10 11:39:01.000,45.70000203450521,46.0
"3tplap","3tplap",2024-10-10 11:49:01.000,43.54999923706055,21.0
erreduarte,erreduarte,2024-10-10 11:59:01.000,46.20000203450521,51.0
"3tplap","3tplap",2024-10-10 12:09:01.000,43.599998474121094,21.0
erreduarte,erreduarte,2024-10-10 12:19:01.000,46.70000203450521,52.0
"3tplap","3tplap",2024-10-10 12:29:01.000,43.45000076293945,21.0
"3tplap","3tplap",2024-10-10 12:39:01.000,44.400001525878906,21.5
erreduarte,erreduarte,2024-10-10 12:49:01.000,46.70000203450521,53.0
"3tplap","3tplap",2024-10-10 12:59:01.000,44.5,22.0
"3tplap","3tplap",2024-10-10 13:09:02.000,48.5,23.0
erreduarte,erreduarte,2024-10-10 13:19:01.000,46.866668701171875,52.0
erreduarte,erreduarte,2024-10-10 13:29:01.000,46.70000203450521,52.0
erreduarte,erreduarte,2024-10-10 13:39:01.000,45.366668701171875,47.0
erreduarte,erreduarte,2024-10-10 13:49:01.000,44.03333536783854,46.0
erreduarte,erreduarte,2024-10-10 13:59:02.000,43.866668701171875,46.0
"3tplap","3tplap",2024-10-10 14:09:01.000,49.29999923706055,24.0
"3tplap","3tplap",2024-10-10 14:19:01.000,43.599998474121094,21.0
"3tplap","3tplap",2024-10-10 14:29:02.000,45.099998474121094,21.5
"3tplap","3tplap",2024-10-10 14:39:01.000,43.25,21.0
erreduarte,erreduarte,2024-10-10 14:49:01.000,48.70000203450521,52.0
"3tplap","3tplap",2024-10-10 14:59:02.000,43.5,20.5
erreduarte,erreduarte,2024-10-10 15:09:02.000,58.366668701171875,58.0
erreduarte,erreduarte,2024-10-10 15:19:01.000,58.866668701171875,59.0
"3tplap","3tplap",2024-10-10 15:29:01.000,45.25,22.0
erreduarte,erreduarte,2024-10-10 15:39:01.000,46.866668701171875,48.0
erreduarte,erreduarte,2024-10-10 15:49:01.000,45.866668701171875,50.0
"3tplap","3tplap",2024-10-10 15:59:01.000,43.54999923706055,21.0
"3tplap","3tplap",2024-10-10 16:09:01.000,47.099998474121094,23.0
"3tplap","3tplap",2024-10-10 16:19:02.000,44.400001525878906,21.0
"3tplap","3tplap",2024-10-10 16:29:01.000,43.5,20.5
erreduarte,erreduarte,2024-10-10 16:39:01.000,45.20000203450521,47.0
"3tplap","3tplap",2024-10-10 16:49:02.000,43.599998474121094,21.0
erreduarte,erreduarte,2024-10-10 16:59:01.000,49.70000203450521,53.0
erreduarte,erreduarte,2024-10-10 17:09:01.000,49.03333536783854,50.0
erreduarte,erreduarte,2024-10-10 17:19:02.000,44.53333536783854,48.0
"3tplap","3tplap",2024-10-10 17:29:01.000,44.45000076293945,22.0
"3tplap","3tplap",2024-10-10 17:39:01.000,44.54999923706055,21.5
"3tplap","3tplap",2024-10-10 17:49:02.000,44.5,21.5
"3tplap","3tplap",2024-10-10 17:59:01.000,44.25,21.5
erreduarte,erreduarte,2024-10-10 18:09:01.000,45.366668701171875,50.0
erreduarte,erreduarte,2024-10-10 18:19:01.000,45.20000203450521,46.0
"3tplap","3tplap",2024-10-10 18:29:01.000,43.45000076293945,21.0
erreduarte,erreduarte,2024-10-10 18:39:01.000,47.53333536783854,52.0
erreduarte,erreduarte,2024-10-10 18:49:02.000,45.866668701171875,50.0
"3tplap","3tplap",2024-10-10 18:59:01.000,44.25,21.5
"3tplap","3tplap",2024-10-10 19:09:01.000,43.45000076293945,21.0
"3tplap","3tplap",2024-10-10 19:19:02.000,45.25,21.5
"3tplap","3tplap",2024-10-10 19:29:01.000,43.70000076293945,21.0
erreduarte,erreduarte,2024-10-10 19:39:01.000,46.70000203450521,53.0
erreduarte,erreduarte,2024-10-10 19:49:01.000,49.53333536783854,48.0
erreduarte,erreduarte,2024-10-10 19:59:01.000,44.03333536783854,47.0
erreduarte,erreduarte,2024-10-10 20:09:01.000,46.70000203450521,48.0
erreduarte,erreduarte,2024-10-10 20:19:01.000,45.866668701171875,47.0
erreduarte,erreduarte,2024-10-10 20:29:01.000,46.03333536783854,51.0
"3tplap","3tplap",2024-10-10 20:39:01.000,49.70000076293945,23.0
erreduarte,erreduarte,2024-10-10 20:49:01.000,46.03333536783854,52.0
"3tplap","3tplap",2024-10-10 20:58:01.000,46.25,22.5
"3tplap","3tplap",2024-10-10 21:09:01.000,43.25,21.0
erreduarte,erreduarte,2024-10-10 21:20:01.000,45.20000203450521,50.0
"3tplap","3tplap",2024-10-10 21:31:02.000,44.45000076293945,21.5
"3tplap","3tplap",2024-10-10 21:42:01.000,43.599998474121094,21.0
"3tplap","3tplap",2024-10-10 21:53:01.000,49.45000076293945,23.5
erreduarte,erreduarte,2024-10-10 22:04:01.000,46.20000203450521,52.0
erreduarte,erreduarte,2024-10-10 22:15:01.000,45.866668701171875,52.0
erreduarte,erreduarte,2024-10-10 22:26:02.000,46.70000203450521,47.0
"3tplap","3tplap",2024-10-10 22:37:01.000,43.599998474121094,21.0
"3tplap","3tplap",2024-10-10 22:48:01.000,47.25,22.5
erreduarte,erreduarte,2024-10-10 22:59:01.000,47.366668701171875,53.0
erreduarte,erreduarte,2024-10-10 23:10:01.000,47.53333536783854,52.0
"3tplap","3tplap",2024-10-10 23:21:02.000,48.75,23.0
"3tplap","3tplap",2024-10-10 23:32:01.000,43.5,21.5
"3tplap","3tplap",2024-10-10 23:43:01.000,44.45000076293945,21.0
erreduarte,erreduarte,2024-10-10 23:54:01.000,47.03333536783854,52.0
erreduarte,erreduarte,2024-10-11 00:05:02.000,45.366668701171875,49.0
"3tplap","3tplap",2024-10-11 00:16:01.000,46.5,22.0
erreduarte,erreduarte,2024-10-11 00:27:01.000,47.366668701171875,52.0
"3tplap","3tplap",2024-10-11 00:38:02.000,43.45000076293945,21.0
"3tplap","3tplap",2024-10-11 00:49:01.000,46.400001525878906,22.5
erreduarte,erreduarte,2024-10-11 01:01:01.000,46.53333536783854,52.0
erreduarte,erreduarte,2024-10-11 01:12:01.000,47.03333536783854,52.0
"3tplap","3tplap",2024-10-11 01:23:01.000,48.70000076293945,23.5
"3tplap","3tplap",2024-10-11 01:34:01.000,43.45000076293945,21.5
"3tplap","3tplap",2024-10-11 01:45:01.000,45.25,21.5
erreduarte,erreduarte,2024-10-11 01:56:01.000,47.03333536783854,53.0
erreduarte,erreduarte,2024-10-11 02:07:01.000,47.03333536783854,53.0
"3tplap","3tplap",2024-10-11 02:18:01.000,50.099998474121094,24.5
"3tplap","3tplap",2024-10-11 02:29:01.000,44.400001525878906,21.0
erreduarte,erreduarte,2024-10-11 02:40:01.000,45.20000203450521,50.0
erreduarte,erreduarte,2024-10-11 02:51:01.000,46.70000203450521,52.0
erreduarte,erreduarte,2024-10-11 03:02:01.000,46.866668701171875,52.0
"3tplap","3tplap",2024-10-11 03:13:01.000,44.400001525878906,22.0
"3tplap","3tplap",2024-10-11 03:24:01.000,48.5,23.5
erreduarte,erreduarte,2024-10-11 03:35:01.000,46.866668701171875,52.0
erreduarte,erreduarte,2024-10-11 03:46:01.000,46.866668701171875,52.0
erreduarte,erreduarte,2024-10-11 03:57:01.000,47.03333536783854,52.0
erreduarte,erreduarte,2024-10-11 04:08:01.000,46.70000203450521,52.0
"3tplap","3tplap",2024-10-11 04:19:01.000,44.29999923706055,21.5
erreduarte,erreduarte,2024-10-11 04:30:01.000,47.03333536783854,53.0
"3tplap","3tplap",2024-10-11 04:41:01.000,43.45000076293945,21.0
"3tplap","3tplap",2024-10-11 04:52:01.000,44.45000076293945,21.5
"3tplap","3tplap",2024-10-11 05:03:01.000,49.400001525878906,23.5
erreduarte,erreduarte,2024-10-11 05:14:01.000,47.03333536783854,52.0
erreduarte,erreduarte,2024-10-11 05:25:01.000,46.866668701171875,52.0
"3tplap","3tplap",2024-10-11 05:36:01.000,47.099998474121094,22.0
"3tplap","3tplap",2024-10-11 05:47:01.000,47.79999923706055,23.0
"3tplap","3tplap",2024-10-11 05:58:01.000,43.599998474121094,21.0
erreduarte,erreduarte,2024-10-11 06:09:01.000,45.366668701171875,50.0
erreduarte,erreduarte,2024-10-11 06:20:01.000,46.20000203450521,51.0
"3tplap","3tplap",2024-10-10 10:46:01.000,44.29999923706055,21.5
"3tplap","3tplap",2024-10-10 10:59:02.000,47.25,23.0
erreduarte,erreduarte,2024-10-10 11:09:01.000,46.20000203450521,47.0
erreduarte,erreduarte,2024-10-10 11:19:01.000,45.866668701171875,49.0
"3tplap","3tplap",2024-10-10 11:29:01.000,44.20000076293945,21.0
"3tplap","3tplap",2024-10-10 11:39:01.000,47.54999923706055,23.5
erreduarte,erreduarte,2024-10-10 11:49:01.000,45.53333536783854,47.0
"3tplap","3tplap",2024-10-10 11:59:01.000,47.599998474121094,23.0
erreduarte,erreduarte,2024-10-10 12:09:01.000,46.70000203450521,52.0
"3tplap","3tplap",2024-10-10 12:19:02.000,49.29999923706055,23.5
erreduarte,erreduarte,2024-10-10 12:29:01.000,44.53333536783854,49.0
erreduarte,erreduarte,2024-10-10 12:39:01.000,46.53333536783854,52.0
"3tplap","3tplap",2024-10-10 12:49:02.000,43.400001525878906,21.0
erreduarte,erreduarte,2024-10-10 13:00:01.000,46.53333536783854,52.0
"3tplap","3tplap",2024-10-10 13:10:01.000,49.20000076293945,24.0
erreduarte,erreduarte,2024-10-10 13:20:01.000,46.70000203450521,52.0
"3tplap","3tplap",2024-10-10 13:30:01.000,46.20000076293945,22.0
erreduarte,erreduarte,2024-10-10 13:40:02.000,44.70000203450521,47.0
"3tplap","3tplap",2024-10-10 13:50:01.000,46.0,21.5
erreduarte,erreduarte,2024-10-10 14:00:01.000,44.366668701171875,48.0
erreduarte,erreduarte,2024-10-10 14:10:01.000,46.03333536783854,51.0
erreduarte,erreduarte,2024-10-10 14:20:01.000,47.03333536783854,53.0
"3tplap","3tplap",2024-10-10 14:30:01.000,44.5,21.5
erreduarte,erreduarte,2024-10-10 14:40:01.000,49.20000203450521,49.0
"3tplap","3tplap",2024-10-10 14:50:01.000,44.400001525878906,21.5
"3tplap","3tplap",2024-10-10 15:00:01.000,43.29999923706055,21.0
erreduarte,erreduarte,2024-10-10 15:10:01.000,58.20000203450521,58.0
"3tplap","3tplap",2024-10-10 15:20:01.000,43.45000076293945,20.5
erreduarte,erreduarte,2024-10-10 15:30:01.000,47.70000203450521,50.0
"3tplap","3tplap",2024-10-10 15:40:01.000,43.5,21.0
erreduarte,erreduarte,2024-10-10 15:50:01.000,45.53333536783854,50.0
erreduarte,erreduarte,2024-10-10 16:00:01.000,46.866668701171875,53.0
erreduarte,erreduarte,2024-10-10 16:10:01.000,46.20000203450521,52.0
"3tplap","3tplap",2024-10-10 16:20:01.000,44.20000076293945,21.0
erreduarte,erreduarte,2024-10-10 16:30:01.000,46.53333536783854,52.0
"3tplap","3tplap",2024-10-10 16:40:01.000,43.5,20.5
"3tplap","3tplap",2024-10-10 16:50:01.000,43.599998474121094,21.0
"3tplap","3tplap",2024-10-10 17:00:01.000,43.75,21.5
"3tplap","3tplap",2024-10-10 17:10:01.000,43.599998474121094,21.5
erreduarte,erreduarte,2024-10-10 17:20:01.000,46.03333536783854,51.0
erreduarte,erreduarte,2024-10-10 17:30:01.000,46.53333536783854,52.0
erreduarte,erreduarte,2024-10-10 17:40:01.000,46.03333536783854,51.0
"3tplap","3tplap",2024-10-10 17:50:01.000,44.29999923706055,21.5
erreduarte,erreduarte,2024-10-10 18:00:01.000,46.866668701171875,52.0
"3tplap","3tplap",2024-10-10 18:10:01.000,44.29999923706055,21.5
"3tplap","3tplap",2024-10-10 18:20:01.000,43.599998474121094,21.0
erreduarte,erreduarte,2024-10-10 18:30:01.000,46.866668701171875,53.0
"3tplap","3tplap",2024-10-10 18:40:01.000,43.54999923706055,21.0
erreduarte,erreduarte,2024-10-10 18:50:01.000,45.366668701171875,51.0
erreduarte,erreduarte,2024-10-10 19:00:01.000,46.366668701171875,52.0
erreduarte,erreduarte,2024-10-10 19:10:01.000,45.866668701171875,51.0
"3tplap","3tplap",2024-10-10 19:20:01.000,44.45000076293945,21.0
erreduarte,erreduarte,2024-10-10 19:30:01.000,46.20000203450521,52.0
